Date Time Hour Beginning,Original Res Forecast before Lockdown,Residual Forecast,RSA Contracted Forecast,Dispatchable Generation,Residual Demand,RSA Contracted Demand,International Exports,International Imports,Thermal Generation,Nuclear Generation,Eskom Gas Generation,Eskom OCGT Generation,Hydro Water Generation,Pumped Water Generation,ILS Usage,Manual Load_Reduction(MLR),IOS Excl ILS and MLR,Dispatchable IPP OCGT,Eskom Gas SCO,Eskom OCGT SCO,Hydro Water SCO,Pumped Water SCO Pumping,Wind,PV,CSP,Other RE,Total RE,Wind Installed Capacity,PV Installed Capacity,CSP Installed Capacity,Other RE Installed Capacity,Total RE Installed Capacity,Installed Eskom Capacity,Total PCLF,Total UCLF,Total OCLF,Total UCLF+OCLF,Non Comm Sentout,Drakensberg Gen Unit Hours,Palmiet Gen Unit Hours,Ingula Gen Unit Hours,Meter ID,Substation,Feeder,Latitude,Longitude,City,Region
1970-01-01 00:00:00.000021964,15973.653,16700.031,15695.4,15695.4,16758.232,1704.954,1069.0,15560.0,1621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.6,0.0,-2551.0,1053.539,0.0,0.0,9.293,1062.832,2079.76,1699.19,500.0,21.78,4300.73,45017.0,8954.3,8233.256,903.962,9137.0,218.0,498.0,86.2,44.8,21.69,,,,,,,
1970-01-01 00:00:00.000021486,15649.973,16357.728,15450.27,15450.27,16401.964,1716.99,938.0,15423.0,1621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.73,0.0,-2528.0,942.265,0.0,0.0,9.429,951.694,2079.76,1699.19,500.0,21.78,4300.73,45017.0,8930.0,8224.32,903.962,9128.0,282.0,495.0,88.2,46.8,24.79,,,,,,,
1970-01-01 00:00:00.000021366,15452.154,16136.543,15211.4,15211.4,16136.822,1691.063,848.0,15319.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.6,0.0,-2572.0,915.664,0.0,0.0,9.758,925.422,2079.76,1699.19,500.0,21.78,4300.73,45017.0,8930.0,8284.563,903.962,9188.0,525.0,492.0,89.7,48.0,28.22,,,,,,,
1970-01-01 00:00:00.000021535,15572.487,16222.955,15206.27,15206.27,16169.168,1657.44,831.0,15317.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.73,0.0,-2558.0,953.095,0.0,0.0,9.803,962.898,2079.76,1699.19,500.0,21.78,4300.73,45017.0,8751.4,8571.934,903.962,9475.0,896.0,492.0,91.2,50.0,31.44,,,,,,,
1970-01-01 00:00:00.000022623,16011.992,16623.471,15574.27,15574.27,16502.843,1640.295,944.0,15506.0,1621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.73,0.0,-2493.0,919.0,0.0,0.0,9.573,928.573,2079.76,1699.19,500.0,21.78,4300.73,45017.0,8742.0,8406.206,903.962,9310.0,168.0,499.0,93.0,52.0,34.79,,,,,,,
1970-01-01 00:00:00.000024219,16785.945,17394.123,16273.4,16273.4,17122.29,1662.671,1262.0,15519.0,1621.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.6,0.0,-2131.0,839.449,0.0,0.0,9.441,848.89,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9012.317,8349.262,708.152,9057.0,414.0,526.0,94.3,53.6,38.25,,,,,,,
1970-01-01 00:00:00.000025732,17555.71,18228.14,17060.27,17060.27,17988.178,1656.855,1324.0,15392.0,1621.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.73,0.0,-1574.0,913.506,4.788,0.0,9.614,927.908,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9073.0,8455.951,708.152,9164.0,103.0,665.0,96.0,55.5,40.51,,,,,,,
1970-01-01 00:00:00.000026887,18545.611,19367.972,18182.4,18182.4,19390.353,1626.704,1369.0,15394.0,1621.0,0.0,0.0,221.0,20.0,0.0,0.0,0.0,0.0,-2.0,-1.6,0.0,-439.0,967.579,229.567,0.0,10.807,1207.953,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9073.0,8329.359,778.918,9108.0,277.0,679.0,97.5,56.7,41.51,,,,,,,
1970-01-01 00:00:00.000027754,19416.468,20551.13,19291.27,19291.27,20976.821,1689.123,1406.0,15633.0,1622.0,0.0,0.0,90.0,559.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-16.0,915.007,726.795,32.496,11.253,1685.551,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9073.0,8316.185,849.684,9165.0,869.0,679.0,98.4,57.5,41.27,,,,,,,
1970-01-01 00:00:00.000027430,20163.966,21600.075,19608.27,19608.27,21772.079,1716.927,1423.0,15803.0,1622.0,0.0,0.0,14.0,763.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-14.0,907.042,1076.355,169.501,10.911,2163.809,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9073.0,8316.185,849.684,9165.0,869.0,705.0,97.8,56.7,40.51,,,,,,,
1970-01-01 00:00:00.000027443,20200.527,21731.082,19656.4,19656.4,22243.673,1885.896,1417.0,15548.0,1621.0,0.0,0.0,0.0,1083.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-10.0,991.316,1336.518,248.679,10.76,2587.273,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9073.0,8418.791,849.684,9268.0,475.0,824.0,96.3,55.9,39.92,,,,,,,
1970-01-01 00:00:00.000027370,20034.206,21638.942,19564.4,19564.4,22213.333,1897.04,1406.0,15199.0,1621.0,0.0,0.0,0.0,1348.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-7.0,944.342,1399.521,294.444,10.626,2648.933,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9073.0,8179.362,849.684,9029.0,46.0,902.0,95.1,55.2,38.37,,,,,,,
1970-01-01 00:00:00.000027060,19904.234,21507.172,19529.27,19529.27,22068.09,1808.086,1398.0,15329.0,1621.0,0.0,0.0,0.0,1197.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-13.0,833.61,1393.917,300.509,10.784,2538.82,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9073.0,8291.632,849.684,9141.0,316.0,983.0,93.6,54.4,36.2,,,,,,,
1970-01-01 00:00:00.000026790,19811.601,21376.824,19414.4,19414.4,21871.92,1747.89,1418.0,15360.0,1621.0,0.0,0.0,0.0,1027.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-9.0,759.394,1375.694,311.55,10.882,2457.52,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9028.667,8232.699,849.684,9082.0,383.0,971.0,92.4,53.6,34.49,,,,,,,
1970-01-01 00:00:00.000027077,19926.017,21422.412,19624.27,19624.27,21961.01,1805.257,1422.0,15102.0,1621.0,0.0,0.0,0.0,1484.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-2.0,814.703,1219.27,292.521,10.246,2336.74,2079.76,1699.19,500.0,21.78,4300.73,45017.0,8978.0,8259.232,830.125,9089.0,357.0,783.0,91.5,52.0,33.13,,,,,,,
1970-01-01 00:00:00.000027320,20511.92,21927.534,20070.4,20070.4,22292.376,1828.458,1413.0,15524.0,1621.0,0.0,0.0,0.0,1524.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-9.0,824.041,1072.306,315.34,10.289,2221.976,2079.76,1699.19,500.0,21.78,4300.73,45017.0,8784.917,8449.295,871.976,9321.0,271.0,946.0,90.3,50.0,31.07,,,,,,,
1970-01-01 00:00:00.000027718,21402.051,22678.133,21236.27,21236.27,23304.75,1876.288,1412.0,16596.0,1621.0,0.0,0.0,0.0,1618.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-8.0,850.201,849.546,357.712,11.021,2068.48,2079.76,1699.19,500.0,21.78,4300.73,45017.0,8647.0,8520.069,884.249,9404.0,318.0,852.0,89.0,47.2,28.66,,,,,,,
1970-01-01 00:00:00.000028401,22612.387,23688.48,23065.27,23065.27,24631.145,1914.405,1379.0,18339.0,1621.0,0.0,0.0,24.0,1715.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-10.0,866.121,341.754,347.263,10.737,1565.875,2079.76,1699.19,500.0,21.78,4300.73,45017.0,8602.667,8396.416,778.264,9174.0,68.0,870.0,87.0,47.2,25.9,,,,,,,
1970-01-01 00:00:00.000029875,24084.741,25031.637,24297.53,24297.53,25527.533,1970.867,1279.0,19051.0,1621.0,0.0,0.0,484.0,1868.0,0.0,0.0,0.0,0.0,-1.0,-1.47,0.0,-3.0,880.513,13.365,325.884,10.241,1230.003,2079.76,1699.19,500.0,21.78,4300.73,45017.0,8552.0,8405.527,872.669,9278.0,196.0,870.0,85.8,44.8,23.15,,,,,,,
1970-01-01 00:00:00.000029422,23002.369,23973.946,22915.27,22915.27,24197.715,1935.532,1273.0,18900.0,1621.0,0.0,0.0,398.0,742.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-16.0,963.452,0.0,309.93,9.063,1282.445,2079.76,1699.19,500.0,21.78,4300.73,45017.0,8552.0,8561.221,881.102,9442.0,323.0,869.0,83.8,42.5,20.08,,,,,,,
1970-01-01 00:00:00.000027500,21190.094,22189.791,20980.4,20980.4,22354.448,1992.828,1192.0,18537.0,1622.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-478.0,1071.267,0.0,292.409,10.372,1374.048,2079.76,1699.19,500.0,21.78,4300.73,45017.0,8552.0,8658.676,855.085,9513.0,761.0,871.0,83.4,41.7,19.27,,,,,,,
1970-01-01 00:00:00.000025221,19374.757,20358.092,18907.4,18907.4,20343.5,1866.993,1166.0,17240.0,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-1119.0,1149.73,0.0,275.82,10.55,1436.1,2079.76,1699.19,500.0,21.78,4300.73,45017.0,8757.0,8295.573,967.755,9263.0,328.0,880.0,83.8,42.5,19.34,,,,,,,
1970-01-01 00:00:00.000023604,17833.009,18785.159,17283.27,17283.27,18428.109,1661.951,1170.0,16477.0,1622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-1983.0,1124.814,0.0,9.948,10.077,1144.839,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9167.0,8062.748,957.373,9020.0,121.0,874.0,85.4,43.7,19.61,,,,,,,
1970-01-01 00:00:00.000022372,16761.619,17591.82,16088.27,16088.27,17210.255,1702.945,1174.0,15485.0,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-2191.0,1111.869,0.0,0.0,10.116,1121.985,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9167.0,7988.934,905.24,8894.0,174.0,868.0,87.4,45.6,22.02,,,,,,,
1970-01-01 00:00:00.000021794,16262.175,17386.394,15467.4,15467.4,16590.822,1627.584,838.0,15184.0,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-2175.0,1114.141,0.0,0.0,9.281,1123.422,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9167.0,8011.048,905.24,8916.0,288.0,867.0,89.4,47.6,24.2,,,,,,,
1970-01-01 00:00:00.000021447,15485.863,16558.925,15307.27,15307.27,16203.647,1541.969,735.0,15164.0,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-2212.0,887.696,0.0,0.0,8.681,896.377,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9167.0,7957.914,905.24,8863.0,154.0,868.0,90.6,48.8,26.93,,,,,,,
1970-01-01 00:00:00.000021307,15265.626,16320.153,15260.27,15260.27,15867.321,1494.807,737.0,15362.0,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-2459.0,598.425,0.0,0.0,8.626,607.051,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9167.0,7955.645,894.472,8850.0,117.0,875.0,91.8,50.8,29.43,,,,,,,
1970-01-01 00:00:00.000021442,15285.149,16371.447,15330.4,15330.4,15964.959,1480.758,786.0,15389.0,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-2465.0,625.544,0.0,0.0,9.015,634.559,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9167.0,7944.481,889.088,8833.0,569.0,875.0,93.3,52.8,32.69,,,,,,,
1970-01-01 00:00:00.000022432,15755.455,16845.834,15532.27,15532.27,16370.031,1495.493,903.0,15486.0,1624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-2478.0,828.662,0.0,0.0,9.099,837.761,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9167.0,7823.143,889.088,8712.0,231.0,878.0,94.5,54.4,35.95,,,,,,,
1970-01-01 00:00:00.000024006,16445.882,17511.449,15999.4,15999.4,16923.217,1532.162,1259.0,15592.0,1624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-2473.0,914.793,0.0,0.0,9.024,923.817,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9167.0,7799.981,762.0,8561.0,981.0,880.0,96.3,55.9,39.03,,,,,,,
1970-01-01 00:00:00.000025629,17308.695,18440.879,17203.27,17203.27,18112.687,1676.816,1353.0,15523.0,1624.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-1559.0,894.854,5.549,0.0,9.014,909.417,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9167.0,7814.385,762.0,8576.0,385.0,877.0,97.8,57.5,42.03,,,,,,,
1970-01-01 00:00:00.000026735,18214.222,19605.715,18524.4,18524.4,19649.081,1605.922,1342.0,15359.0,1624.0,0.0,0.0,294.0,116.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-208.0,847.702,257.665,9.473,9.841,1124.681,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9167.0,7817.559,779.873,8597.0,432.0,885.0,102.0,58.5,44.39,,,,,,,
1970-01-01 00:00:00.000027419,19375.857,21086.738,19734.27,19734.27,21424.66,1680.271,1408.0,15158.0,1624.0,0.0,0.0,0.0,1558.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-11.0,777.069,827.255,75.764,10.302,1690.39,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9167.0,7818.192,883.89,8702.0,82.0,889.0,101.7,58.5,44.28,,,,,,,
1970-01-01 00:00:00.000027152,19933.476,21908.035,20355.27,20355.27,22566.28,1762.365,1428.0,15131.0,1624.0,0.0,0.0,0.0,2179.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-4.0,780.449,1130.288,290.196,10.077,2211.01,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9167.0,7710.554,888.774,8599.0,328.0,887.0,96.9,56.7,42.5,,,,,,,
1970-01-01 00:00:00.000027168,20128.758,22289.836,20814.53,20814.53,23157.136,1773.508,1426.0,15743.0,1624.0,0.0,0.0,0.0,2027.0,0.0,0.0,0.0,0.0,-1.0,-1.47,0.0,-3.0,756.645,1251.372,324.562,10.027,2342.606,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9517.0,7681.284,889.607,8570.0,891.0,885.0,94.5,54.4,39.09,,,,,,,
1970-01-01 00:00:00.000026992,20325.374,22446.629,20955.27,20955.27,23178.439,1735.994,1447.0,16146.0,1623.0,0.0,0.0,0.0,1748.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-6.0,655.79,1240.192,317.179,10.008,2223.169,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9517.0,7624.047,947.174,8571.0,221.0,893.0,92.7,52.8,36.08,,,,,,,
1970-01-01 00:00:00.000026841,20398.71,22467.448,21154.4,21154.4,23145.064,1746.485,1440.0,16307.0,1623.0,0.0,0.0,0.0,1792.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-5.0,602.056,1070.732,307.78,10.096,1990.664,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9517.0,7618.55,947.774,8566.0,324.0,885.0,90.8,50.8,34.12,,,,,,,
1970-01-01 00:00:00.000026716,20216.288,22222.489,21111.401,21111.401,22964.718,1767.992,1452.0,16291.0,1623.0,0.0,0.0,0.0,1755.0,0.0,0.0,0.0,0.001,-1.0,-1.6,0.0,-7.0,601.519,970.881,270.81,10.107,1853.317,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9517.0,7528.267,947.774,8476.0,41.0,887.0,89.0,48.8,31.76,,,,,,,
1970-01-01 00:00:00.000026898,20249.412,22235.219,20987.27,20987.27,22850.493,1765.063,1461.0,16432.0,1623.0,0.0,0.0,0.0,1483.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-9.0,608.712,962.618,281.754,10.139,1863.223,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9517.0,7456.182,947.774,8403.0,956.0,851.0,86.6,47.2,29.43,,,,,,,
1970-01-01 00:00:00.000027291,20601.937,22502.906,21303.4,21303.4,23175.81,1797.025,1390.0,17183.0,1623.0,0.0,0.0,0.0,1122.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-12.0,661.139,898.087,303.017,10.167,1872.41,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9517.0,7679.848,947.774,8627.0,622.0,837.0,85.8,44.8,26.67,,,,,,,
1970-01-01 00:00:00.000027625,21543.615,23323.956,22082.27,22082.27,23897.141,1802.544,1400.0,18264.0,1623.0,0.0,0.0,0.0,821.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-23.0,808.985,690.115,305.679,10.092,1814.871,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9517.0,7735.867,894.554,8630.0,421.0,831.0,85.4,43.7,24.4,,,,,,,
1970-01-01 00:00:00.000028247,22873.344,24396.168,23697.725,23697.725,25200.681,1842.087,1372.0,18399.0,1623.0,0.0,0.0,279.0,2011.0,0.0,0.0,0.0,21.325,-1.0,-1.6,0.0,-5.0,914.783,267.648,310.799,9.726,1502.956,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9517.0,8002.381,825.0,8827.0,381.0,832.0,84.6,43.7,22.62,,,,,,,
1970-01-01 00:00:00.000029642,24026.429,25385.921,24656.764,24656.764,25975.322,1849.291,1313.0,18406.0,1623.0,0.0,0.0,533.0,2333.0,0.0,0.0,0.0,452.364,-1.0,-1.6,0.0,-1.0,1001.012,10.331,297.367,9.848,1318.558,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9517.0,7990.713,825.0,8815.0,713.0,831.0,83.0,42.0,19.48,,,,,,,
1970-01-01 00:00:00.000029076,22656.455,23941.247,23452.592,23452.592,24717.014,1831.399,1279.0,18379.0,1623.0,0.0,0.0,104.0,1795.0,0.0,0.0,0.0,277.192,-1.0,-1.6,0.0,-2.0,964.394,0.0,290.185,9.843,1264.422,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9517.0,8024.313,825.0,8849.0,313.0,833.0,80.6,39.7,15.71,,,,,,,
1970-01-01 00:00:00.000027161,20790.125,22035.243,21307.4,21307.4,22537.401,1728.676,1193.0,18165.0,1622.0,0.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-68.0,985.661,0.0,234.491,9.849,1230.001,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9517.0,7988.923,825.0,8813.0,923.0,830.0,79.4,37.7,12.57,,,,,,,
1970-01-01 00:00:00.000025195,19193.549,20408.792,19525.27,19525.27,20606.028,1700.577,1230.0,17589.0,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-914.0,973.617,0.0,97.303,9.838,1080.758,2079.76,1699.19,500.0,21.78,4300.73,45017.0,9875.5,8073.437,829.167,8902.0,603.0,836.0,79.4,38.1,11.51,,,,,,,
1970-01-01 00:00:00.000023493,17572.64,18616.331,17719.4,17719.4,18604.922,1571.257,1208.0,16833.0,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-1942.0,872.1,0.0,3.543,9.879,885.522,2079.76,1699.19,500.0,21.78,4300.73,45017.0,10234.0,7658.84,943.248,8602.0,87.0,840.0,80.2,38.9,12.21,,,,,,,
1970-01-01 00:00:00.000022218,16521.23,17422.38,16367.27,16367.27,17193.342,1502.455,1227.0,15793.0,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-2273.0,816.188,0.0,0.0,9.884,826.072,2079.76,1699.19,500.0,21.78,4300.73,45017.0,10243.883,7650.819,955.14,8605.0,959.0,840.0,81.8,40.9,14.18,,,,,,,
1970-01-01 00:00:00.000021642,16158.84,17004.515,15760.4,15760.4,16513.186,1474.3,1242.0,15332.0,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-2434.0,743.113,0.0,0.0,9.673,752.786,2079.76,1699.19,500.0,21.78,4300.73,45017.0,10965.958,7581.119,955.14,8536.0,259.0,844.0,83.0,42.5,17.23,,,,,,,
1970-01-01 00:00:00.000021335,15639.103,16367.959,15345.27,15345.27,16079.016,1417.741,1249.0,14958.0,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-2482.0,723.745,0.0,0.0,10.001,733.746,2079.76,1699.19,500.0,21.78,4300.73,45017.0,10991.841,7567.769,955.14,8522.0,909.0,843.0,84.6,44.0,20.62,,,,,,,
1970-01-01 00:00:00.000021262,15396.064,15982.294,15159.4,15159.4,15927.841,1459.909,1260.0,14768.0,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-2489.0,758.62,0.0,0.0,9.821,768.441,2079.76,1699.19,500.0,21.78,4300.73,45017.0,10920.591,7548.36,955.14,8503.0,5.0,843.0,86.2,46.0,23.74,,,,,,,
1970-01-01 00:00:00.000021501,15375.77,15987.61,15271.4,15271.4,15966.992,1481.249,1260.0,14881.0,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-2490.0,686.494,0.0,0.0,9.098,695.592,2079.76,1699.19,500.0,21.78,4300.73,45017.0,10920.591,7616.892,955.14,8572.0,32.0,837.0,88.2,47.6,27.0,,,,,,,
1970-01-01 00:00:00.000022564,15657.758,16320.409,15722.27,15722.27,16394.334,1542.404,1262.0,15374.0,1622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-2533.0,663.028,0.0,0.0,9.036,672.064,2079.76,1699.19,500.0,21.78,4300.73,45017.0,10920.591,7614.326,955.14,8569.0,466.0,839.0,89.7,49.6,30.19,,,,,,,
1970-01-01 00:00:00.000024184,16172.079,16882.273,16376.27,16376.27,17037.939,1625.031,1304.0,15615.0,1623.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-2173.0,652.56,0.0,0.0,9.109,661.669,2079.76,1699.19,500.0,21.78,4300.73,45017.0,10920.591,7619.234,825.0,8444.0,234.0,845.0,91.5,51.2,33.5,,,,,,,
1970-01-01 00:00:00.000025664,16813.531,17600.425,17569.4,17569.4,18191.831,1685.707,1329.0,15660.0,1622.0,0.0,0.0,286.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-1325.0,610.14,2.829,0.0,9.462,622.431,2079.76,1699.19,500.0,21.78,4300.73,45017.0,10585.174,7687.078,825.0,8512.0,78.0,838.0,92.7,52.0,36.62,,,,,,,
1970-01-01 00:00:00.000026843,17862.278,18809.941,19005.4,19005.4,19845.442,1601.903,1369.0,16098.0,1623.0,0.0,0.0,204.0,24.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-310.0,638.574,191.869,0.0,9.599,840.042,2079.76,1699.19,500.0,21.78,4300.73,45017.0,10434.091,7487.079,825.0,8312.0,79.0,839.0,93.9,52.0,38.61,,,,,,,
1970-01-01 00:00:00.000027533,19050.605,20366.367,20314.27,20314.27,21543.861,1713.329,1425.0,16333.0,1623.0,0.0,0.0,87.0,865.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-16.0,554.95,657.004,7.879,9.758,1229.591,2079.76,1699.19,500.0,21.78,4300.73,45017.0,10733.841,7051.984,833.66,7885.0,644.0,837.0,94.2,52.0,38.97,,,,,,,
1970-01-01 00:00:00.000027384,20196.243,21790.928,21114.4,21114.4,22655.336,1802.281,1443.0,16881.0,1623.0,0.0,0.0,0.0,1181.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-11.0,540.103,891.959,98.848,10.026,1540.936,2079.76,1699.19,500.0,21.78,4300.73,45017.0,10604.591,7388.587,859.64,8248.0,227.0,868.0,93.0,52.0,37.29,,,,,,,
1970-01-01 00:00:00.000027401,20489.564,22158.598,21275.27,21275.27,23138.042,1789.864,1452.0,17009.0,1623.0,0.0,0.0,0.0,1205.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-11.0,555.065,1072.874,225.071,9.762,1862.772,2079.76,1699.19,500.0,21.78,4300.73,45017.0,10309.591,7852.007,859.64,8711.0,647.0,906.0,91.8,50.8,36.01,,,,,,,
1970-01-01 00:00:00.000027129,20622.19,22207.178,21568.4,21568.4,23378.095,1901.251,1473.0,17104.0,1622.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-10.0,421.101,1116.226,262.911,9.457,1809.695,2079.76,1699.19,500.0,21.78,4300.73,45017.0,10250.591,7992.706,868.973,8861.0,679.0,912.0,90.3,50.0,34.24,,,,,,,
1970-01-01 00:00:00.000026942,20583.085,22108.723,21670.4,21670.4,23352.242,1927.945,1478.0,17343.0,1622.0,0.0,0.0,0.0,1239.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-9.0,329.338,1071.043,271.978,9.483,1681.842,2079.76,1699.19,500.0,21.78,4300.73,45017.0,10250.591,7745.005,908.14,8653.0,145.0,917.0,89.4,48.8,31.76,,,,,,,
1970-01-01 00:00:00.000026639,20311.341,21774.704,21605.4,21605.4,23208.355,1867.169,1480.0,17611.0,1622.0,0.0,0.0,0.0,907.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-12.0,314.936,983.021,295.518,9.48,1602.955,2079.76,1699.19,500.0,21.78,4300.73,45017.0,10250.591,7537.983,917.64,8455.0,623.0,913.0,88.6,48.0,29.43,,,,,,,
1970-01-01 00:00:00.000026264,20241.706,21578.155,21898.27,21898.27,23322.89,1844.097,1480.0,18046.0,1622.0,0.0,0.0,0.0,769.0,0.0,0.0,0.0,0.0,-1.0,-1.73,0.0,-16.0,299.124,822.653,293.312,9.531,1424.62,2079.76,1699.19,500.0,21.78,4300.73,45017.0,10250.591,7660.533,925.04,8585.0,573.0,912.0,88.6,48.0,26.93,,,,,,,
1970-01-01 00:00:00.000026548,20437.721,21739.218,22511.4,22511.4,23612.23,1831.828,1475.0,18354.0,1621.0,0.0,0.0,0.0,1081.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,-17.0,259.649,598.449,233.051,9.681,1100.83,2079.76,1699.19,500.0,21.78,4300.73,45017.0,10250.591,7806.349,909.64,8715.0,989.0,916.0,88.2,48.0,25.05,,,,,,,
